hprd|gene_symbol|nuc_acc|pro_acc|entrez|omim|swissprot|name|synonyms
09109|HIST1H4I|NM_003495.2|NP_003486.1|8294|602833|-|Histone 4 family member M|H4/A,H4FA,H4/I,H4FI,H4/G,H4FG,H4/B,H4FB,H4/J,H4FJ,H4/C,H4FC,H4/H,H4FH,H4/M,H4FM,H4/E,H4FE,H4/D,H4FD,H4/K,H4FK,H4/N,H4F2,H4FN,HIST2H4,H4/O,H4FO,
09110|P2RX5|NM_002561.2|NP_002552.2|5026|602836|Q93086|Purinergic receptor P2X ligand gated ion channel 5|P2X5,
09111|GPR98|NM_032119.3|NP_115495.3|84059|602851|Q8WXG9|Very large G protein coupled receptor 1b|KIAA0686,MASS1,VLGR1,
09112|SLCO1A2|NM_134431.2|NP_602307.1|6579|602883|P46721|Solute carrier organic anion transporter family member 1A2|OATP,SLC21A3,
09113|MAPK13|NM_002754.3|NP_002745.1|5603|602899|O15264|MAPK13|PRKM13,SAPK4,
09114|PDE8A|NM_002605.2|NP_002596.1|5151|602972|O60658|Phosphodiesterase 8A|-
09115|PDE9A|NM_002606.2|NP_002597.1|5152|602973|O76083|Phosphodiesterase 9A|-
09116|LEFTY1|NM_020997.2|NP_066277.1|10637|603037|O75610|LEFTB|LEFTB,LEFTYB,
09117|NSMAF|NM_003580.2|NP_003571.2|8439|603043|Q92636|Neutral sphingomyelinase activation associated factor|FAN,
09118|ORC4L|NM_002552.2|NP_002543.2|5000|603056|O43929|Origin recognition complex, subunit 4-like  [Homo sapiens]|-
09119|B3GALNT1|NM_003781.3|NP_003772.1|8706|603094|O75752|UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 3|B3GALT3,
09120|CPN1|NM_001308.2|NP_001299.1|1369|603103|P15169|Carboxypeptidase N, serum|ACBP,
09121|DOCK2|NM_004946.1|NP_004937.1|1794|603122|Q92608|Dedicator of cytokinesis 2|KIAA0209,
09122|LMO4|NM_006769.2|NP_006760.1|8543|603129|P61968|LIM domain only 4|-
09123|CUL3|NM_003590.2|NP_003581.1|8452|603136|Q13618|Cullin 3|KIAA0617,
09124|RAD17|NM_133339.1|NP_579917.1|5884|603139|O75943|RAD17|R24L,
09125|OR1F1|NM_012360.1|NP_036492.1|4992|603232|O43749|Olfactory receptor family 1subfamily F member 1|OLFMF,OR1F10,OR1F4,OR1F5,OR1F6,OR1F7,OR1F8,OR1F9,
09126|EPB41L2|NM_001431.1|NP_001422.1|2037|603237|O43491|Erythrocyte membrane protein band 4.1-like 2|-
09127|SLC22A18AS|NM_007105.1|NP_009036.1|5003|603240|Q8N1D0|Solute carrier family 22 (organic cation transporter) member 1-like antisense|BWR1B,BWSCR1B,ORCTL2S,SLC22A1LS,
09128|LSAMP|NM_002338.2|NP_002329.2|4045|603241|Q13449|LAMP|LAMP,
09129|CLEC2B|NM_005127.2|NP_005118.2|9976|603242|Q92478|C type lectin superfamily member 2|AICL,CLECSF2,IFNRG1,
09130|AMFR|NM_001144.4|NP_001135.3|267|603243|Q9UKV5|Autocrine motility factor receptor|RNF45,
09131|FOXF2|NM_001452.1|NP_001443.1|2295|603250|Q12947|Forkhead box F2|FKHL6,FREAC2,
09132|PAPSS1|NM_005443.4|NP_005434.4|9061|603262|O43252|PAPS synthase 1|ATPSK1,PAPSS,
09133|HDAC7A|NM_001098415.1|NP_001091885.1|51564|606542|Q8WUI4|Histone deacetylase 7A|HDAC7,
09134|DNAH11|NM_003777.3|NP_003768.2|8701|603339|Q96DT5|Dynein, axonemal, heavy chain 11|-
09136|NPAS1|NM_002517.2|NP_002508.2|4861|603346|Q99742|MOP5|MOP5,
09137|NPAS2|NM_002518.3|NP_002509.2|4862|603347|Q99743|Neuronal PAS domain protein 2|MOP4,
09138|PER3|NM_016831.1|NP_058515.1|8863|603427|P56645|Period circadian protein 3|-
09139|ABCF1|NM_001025091.1|NP_001020262.1|23|603429|Q8NE71|ATP binding cassette 50|ABC50,
09140|CLIP2|NM_003388.4|NP_003379.3|7461|603432|Q9UDT6|Cytoplasmic linker 2|CYLN2,KIAA0291,WBSCR4,WSCR4,
09141|PCTK2|NM_002595.2|NP_002586.2|5128|603440|Q00537|PCTAIRE protein kinase 2|-
09142|VPS52|NM_022553.4|NP_072047.4|6293|603443|-|Suppressor of actin mutations 2-like|SACM2L,
09143|RUVBL1|NM_003707.1|NP_003698.1|8607|603449|Q9Y265|RuvB like 1|NMP238,TIP49,TIP49A,
09144|LDB1|NM_003893.3|NP_003884.1|8861|603451|Q86U70|LIM domain binding 1|CLIM2,
09145|CDC45L|NM_003504.3|NP_003495.1|8318|603465|O75419|CDC45|CDC45L2,
09146|HDAC11|NM_024827.1|NP_079103.1|79885|607226|Q96DB2|Histone deacetylase 11|-
09147|LATS1|NM_004690.2|NP_004681.1|9113|603473|O95835|LATS1|WARTS,
09148|ECM2|NM_001393.2|NP_001384.1|1842|603479|O94769|Extracellular matrix protein 2|-
09149|EIF4EBP3|NM_003732.2|NP_003723.1|8637|603483|O60516|eIF4E binding protein 3|-
09150|CDS2|NM_003818.2|NP_003809.1|8760|603549|O95674|CDP-DAG synthase 2|-
09151|MTMR3|NM_021090.3|NP_066576.1|8897|603558|Q13615|Myotubularin related protein 3|KIAA0371,ZFYVE10,
09152|GALNT4|NM_003774.3|NP_003765.2|8693|603565|Q8N4A0|GalNAc-T4|-
09153|YARS|NM_003680.2|NP_003671.1|8565|603623|P54577|Tyrosyl-tRNA synthetase|-
09154|TRPC4|NM_016179.1|NP_057263.1|7223|603651|Q9UBN4|TRPC4|-
09155|MPDZ|NM_003829.3|NP_003820.2|8777|603785|O75970|Multiple PDZ domain protein|MUPP1,
09156|SURB7|NM_004264.3|NP_004255.2|9412|603800|Q13503|SRB7|-
09157|PHOX2B|NM_003924.2|NP_003915.2|8929|603851|Q99453|Paired like homeobox 2B|PMX2B,
09158|CARM1|NM_199141.1|NP_954592.1|10498|603934|Q86X55|Coactivator associated arginine methlytransferase 1|PRMT4,
09159|KIAA1967|NM_021174.4|NP_066997.3|57805|607359|Q8N163|DBC1|DBC1,
09160|SUGT1|AY321358.1|AAQ76039.1|10910|604098|Q9Y2Z0|SUGT1|-
09161|SCEL|NM_144777.1|NP_659001.1|8796|604112|O95171|Sciellin|-
09162|NFE2L3|NM_004289.5|NP_004280.4|9603|604135|Q9Y4A8|NFE2L3 protein|NRF3,
09163|ARFGEF1|NM_006421.3|NP_006412.2|10565|604141|Q9Y6D6|BIG1|ARFGEP1,BIG1,
09164|SLC13A2|NM_003984.2|NP_003975.1|9058|604148|Q13183|Solute carrier family 13, member 2|NADC1,SDCT1,
09165|SFRP1|NM_003012.3|NP_003003.3|6422|604156|Q8N474|Secreted frizzled related protein 1|FRP,FRP1,SARP2,
09166|SFRP5|NM_003015.2|NP_003006.1|6425|604158|Q5T4F7|Secreted frizzled-related protein 5|FRP1B,SARP3,
09167|KISS1R|NM_032551.3|NP_115940.2|84634|604161|Q969F8|G protein coupled receptor 54|AXOR12,GPR54,OT7T175,
09168|THOC4|NM_005782.2|NP_005773.2|10189|604171|Q86V81|THO Complex subunit 4|ALY,BEF,
09169|PUNC|NM_004884.3|NP_004875.2|9543|604184|Q8IVU1|Putative neuronal cell adhesion molecule|-
09170|DNAJC4|AF036874.1|Q9NNZ3|3338|604189|Q9NNZ3|DnaJ (Hsp40) homolog subfamily C member 4|HSPF2,MCG18,
09171|SLC22A4|NM_003059.2|NP_003050.2|6583|604190|Q9H015|Solute carrier family 22 member 4|ETT,OCTN1,UT2H,
09172|SLC27A4|NM_005094.2|NP_005085.2|10999|604194|Q6P1M0|Solute carrier family 27 member 4|ACSVL4,FATP4,
09173|SLC27A6|NM_014031.3|NP_054750.1|28965|604196|Q9Y2P4|Fatty acid transport protein 6|ACSVL2,FACVL2,FATP1,
09174|MTHFS|NM_006441.1|NP_006432.1|10588|604197|P49914|Methenyl-THF synthetase|-
09175|ARPC3|NM_005719.2|NP_005710.1|10094|604225|O15145|ARP2/3 protein complex subunit p21|ARC21,
09176|PTTG2|NM_006607.1|NP_006598.1|10744|604231|-|Pituitary tumor transforming gene 2|-
09177|CRLF1|NM_004750.2|NP_004741.1|9244|604237|O75462|Cytokine receptor like factor 1|ZCYTOR5,
09178|LBX1|NM_006562.4|NP_006553.2|10660|604255|P52954|LBX1|LBX1H,
09179|CELSR3|NM_001407.2|NP_001398.2|1951|604264|Q9NYQ7|Epidermal growth factor like 1|CDHF11,EGFL1,FMI1,KIAA0812,MEGF2,
09180|KLRA1|NM_006611.2|NP_006602.2|10748|604274|-|KLRA1|LY49L,
09181|CTNND2|NM_001332.2|NP_001323.1|1501|604275|Q9UQB3|Delta catenin|NPRAP,
09182|SYNJ1|NM_003895.2|NP_003886.2|8867|604297|O43426|Synaptojanin 1|KIAA0910,
09183|HACL1|NM_012260.2|NP_036392.2|26061|604300|Q9UJ83|2 hydroxyphytanoyl CoA lyase|HPCL,HPCL2,PHYH2,
09184|FAIM2|NM_012306.2|NP_036438.2|23017|604306|Q9BWQ8|Fas apoptotic inhibitory molecule 2|KIAA0950,LFG,TMBIM2,
09185|ZRANB2|NM_203350.1|NP_976225.1|9406|604347|O95218|Zinc finger protein 265|ZIS,ZNF265,
09186|MTL5|NM_004923.3|NP_004914.2|9633|604374|Q9Y4I5|Tesmin|-
09187|AFF4|NM_014423.3|NP_055238.1|27125|604417|Q9UHB7|AF5Q31|AF5Q31,MCEF,
09188|SCN10A|NM_006514.2|NP_006505.2|6336|604427|Q9Y5Y9|Sodium channel voltage gated type X alpha polypeptide|PN3,
09189|PRRG2|NM_000951.1|NP_000942.1|5639|604429|O14669|Proline rich GLA protein 2|PRGP2,TMG2,
09190|ACSL6|NM_015256.2|NP_056071.2|23305|604443|Q9UKU0|Acyl CoA synthetase long chain family member 6|ACS2,FACL6,KIAA0837,LACS5,
09191|GNB5|NM_016194.3|NP_057278.2|10681|604447|O14775|Guanine nucleotide binding protein, beta 5|-
09192|PSCDBP|NM_004288.3|NP_004279.3|9595|604448|O60759|CYBR|CYTIP,
09193|ITSN2|NM_006277.1|NP_006268.1|50618|604464|Q9NZM3|Intersectin 2|KIAA1256,SH3D1B,SWAP,
09194|SLC1A7|NM_006671.3|NP_006662.2|6512|604471|O00341|Solute carrier family 1 member 7|EAAT5,
09195|PPP1R13L|NM_006663.2|NP_006654.2|10848|607463|Q8WUF5|RelA-associated inhibitor|IASPP,NKIP1,PPP1R13BL,RAI,
09196|ICOS|NM_012092.2|NP_036224.1|29851|604558|Q9Y6W8|Inducible T cell costimulator|AILIM,
09197|AKAP2|NM_007203.3|NP_009134.1|11217|604582|Q9Y2D5|A kinase anchor protein 2|KIAA0920,
09198|TM9SF2|NM_004800.1|NP_004791.1|9375|604678|Q99805|TM9SF2|-
09199|WDR1|NM_017491.3|NP_059830.1|9948|604734|O75083|WD repeat protein 1|-
09200|CCR9|NM_031200.1|NP_112477.1|10803|604738|P51686|Chemokine (C-C motif) receptor 9|CMKBR9,GPR28,
09201|RBM39|NM_184234.1|NP_909122.1|9584|604739|Q14498|Splicing factor HCC1|HCC1,RNPC2,
09202|DCAMKL1|NM_004734.2|NP_004725.1|9201|604742|O15075|Doublecortin and CaM kinase like 1|DCLK1,
09203|DDAH1|NM_012137.2|NP_036269.1|23576|604743|O94760|Dimethylarginine dimethylaminohydrolase 1|DDAH,
09204|DDAH2|NM_013974.1|NP_039268.1|23564|604744|O95865|Dimethylarginine dimethylaminohydrolase 2|DDAH,G6A,NG30,
09205|SOX13|AF083105.1|AAC83687.1|9580|604748|Q9UN79|SOX 13 protein|-
09206|ZNF234|NM_006630.1|NP_006621.1|10780|604750|Q14588|Zinc finger protein 234|ZNF269,
09207|ARHGEF12|NM_015313.1|NP_056128.1|23365|604763|Q9NZN5|Rho guanine nucleotide exchange factor 12|KIAA0382,LARG,
09208|TRPA1|NM_007332.2|NP_015628.2|8989|604775|O75762|ANKTM1|ANKTM1,
09209|HLA-DRB5|NM_002125.3|NP_002116.2|3127|604776|P20039|HLADRB5|-
09210|CTNNAL1|NM_003798.2|NP_003789.1|8727|604785|Q9UBT7|Catenin alpha like 1|-
09211|HOMER1|NM_004272.3|NP_004263.1|9456|604798|Q86YM7|Homer 1|SYN47,
09212|FEZ1|NM_005103.3|NP_005094.1|9638|604825|Q99689|Fasciculation and elongation protein zeta 1 (zygin I)|-
09213|FEZ2|NM_001042548.1|NP_001036013.1|9637|604826|Q9UHY8|Fasciculation and elongation protein zeta 2|-
09214|SLCO1B1|NM_006446.3|NP_006437.2|10599|604843|Q9Y6L6|Solute carrier organic anion transporter family, member 1B1|LST1,OATP2,OATPC,SLC21A6,
09215|HS2ST1|NM_012262.2|NP_036394.1|9653|604844|Q7LGA3|Heparan sulfate 2-O-sulfotransferase 1|HS2ST,KIAA0448,
09216|TNIP1|NM_006058.3|NP_006049.3|10318|607714|Q15025|TNFAIP3 interacting protein 1|KIAA0113,NAF1,
09217|NFKBIZ|NM_031419.2|NP_113607.1|64332|608004|-|Nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor zeta|IKBZ,INAP,MAIL,
09218|ERRFI1|NM_018948.2|NP_061821.1|54206|608069|Q9UJM3|Mitogen inducible gene 6 protein|MIG6,
09219|NME6|NM_005793.3|NP_005784.1|10201|608294|O75414|Nucleoside diphosphate kinase 6|-
09220|SLC12A6|AF105366.1|AAD39742.1|9990|604878|Q9UHW9|Solute carrier family 12 member 6|KCC3,
09221|SLC12A7|NM_006598.2|NP_006589.2|10723|604879|Q9Y666|Potassium chloride cotransporter 4|KCC4,
09222|PLA2R1|NM_007366.3|NP_031392.3|22925|604939|-|Phospholipase A2 receptor 1|-
09223|PPP2R2A|NM_002717.2|NP_002708.1|5520|604941|P63151|Protein phosphatase 2 regulatory subunit B alpha|-
09224|SLC26A5|NM_198999.1|NP_945350.1|375611|604943|P58743|Prestin|PRES,
09225|PPP2R3A|NM_002718.3|NP_002709.2|5523|604944|Q06190|Protein phosphatase 2, regulatory subunit B`, alpha|PPP2R3,
09226|KIR3DL1|NM_013289.2|NP_037421.2|3811|604946|P43629|Killer cell immunoglobulin like receptor 3DL1|CD158E,NKAT3,NKB1,
09227|PHTF1|NM_006608.1|NP_006599.1|10745|604950|Q9UMS5|PHTF1|PHTF,
09228|POLG2|BC009194.2|AAH09194.1|11232|604983|Q9UHN1|Polymerase DNA gamma 2|MTPOLB,
09229|CLEC5A|NM_013252.2|NP_037384.1|23601|604987|Q9NY25|Lectin, c-type, superfamily member 5|CLECSF5,MDL1,
09231|STX11|NM_003764.2|NP_003755.2|8676|605014|O75558|Syntaxin 11|-
09232|VSX1|NM_014588.4|NP_055403.2|30813|605020|Q9NZR4|Visual system homeobox 1|RINX,
09233|CPLX1|NM_006651.3|NP_006642.1|10815|605032|O14810|Complexin 1|-
09234|CPLX2|NM_006650.3|NP_006641.1|10814|605033|Q6PUV4|Complexin 2|-
09235|EDF1|NM_003792.2|NP_003783.1|8721|605107|O60869|Multiprotein bridging factor 1|-
09236|SPO11|NM_012444.2|NP_036576.1|23626|605114|Q9Y5K1|Meiotic recombination protein SPO11|-
09237|PPM1G|NM_177983.1|NP_817092.1|5496|605119|O15355|Protein phosphatase magnesium dependent 1 gamma|PPM1C,
09238|TRPC4AP|NM_015638.2|NP_056453.1|26133|608430|Q8TEL6|TRPC4 associated protein|C20orf188,TRRP4AP,
09239|POLS|NM_006999.3|NP_008930.1|11044|605198|Q5XG87|Polymerase, DNA sigma|TRF4,
09240|HCN4|NM_005477.1|NP_005468.1|10021|605206|Q9Y3Q4|HCN4|-
09241|USH1C|NM_153676.2|NP_710142.1|10083|605242|Q9Y6N9|Harmonin|AIE75,
09242|RAD18|NM_020165.2|NP_064550.2|56852|605256|Q9NS91|RAD18|RNF73,
09243|NOX4|NM_016931.2|NP_058627.1|50507|605261|Q9NPH5|NADPH oxidase 4|RENOX,
09244|CORO1C|NM_014325.2|NP_055140.1|23603|605269|Q9ULV4|Coronin 1C|CRNN4,
09245|SERPINA10|NM_016186.1|NP_057270.1|51156|605271|Q9UK55|PZ dependent protease inhibitor|ZPI,
09246|HDAC5|NM_001015053.1|NP_001015053.1|10014|605315|Q9UQL6|Histone deacetylase 5|KIAA0600,
09247|IL27RA|NM_004843.2|NP_004834.1|9466|605350|Q6UWB1|Interleukin 27 receptor|CRL1,TCCR,WSX1,
09248|PRR4|NM_007244.1|NP_009175.1|11272|605359|Q16378|Lacrimal proline rich protein|LPRP,PROL4,
09249|OLFM1|NM_014279.3|NP_055094.1|10439|605366|Q99784|Olfactomedin 1|NOE1,NOEL1,
09250|ARFGEF2|NM_006420.1|NP_006411.1|10564|605371|Q9Y6D5|ADP ribosylation factor guanine nucleotide exchange factor 2|ARFGEP2,BIG2,
09251|JARID1B|NM_006618.3|NP_006609.3|10765|605393|-|PLU 1|PLU1,RBBP2H1,
09252|CD226|NM_006566.1|NP_006557.1|10666|605397|Q15762|CD226|DNAM1,
09253|IQGAP2|NM_006633.2|NP_006624.2|10788|605401|Q13576|IQGAP2|-
09254|KCND2|NM_012281.2|NP_036413.1|3751|605410|Q9NZV8|KCND2|KIAA1044,
09255|ABCA7|NM_019112.2|NP_061985.1|10347|605414|Q8IZY2|ATP bindidng cassette subfamily A member 7|-
09256|KIF13A|NM_022113.3|NP_071396.3|63971|605433|Q9H1H9|Kinesin family member 13A|RBKIN,
09257|CLSPN|NM_022111.2|NP_071394.2|63967|605434|Q9HAW4|Claspin|-
09258|DLGAP2|NM_004745.3|NP_004736.2|9228|605438|Q9P1A6|Discs large associated protein 2|DAP2,
09259|WTAP|NM_004906.3|NP_004897.2|9589|605442|Q15007|Wilms tumor 1 associated protein|KIAA0105,
09260|DLGAP1|NM_004746.2|NP_004737.2|9229|605445|O14490|DAP1|DAP1,GKAP,
09261|ABCB6|NM_005689.1|NP_005680.1|10058|605452|Q9NP58|ATP binding cassette, sub-family B member 6|MTABC3,PRP,UMAT,
09262|ABCB9|NM_203444.1|NP_982269.1|23457|605453|Q9NP78|ATP binding cassette subfamily B member 9|KIAA1520,
09263|ABCB10|NM_012089.1|NP_036221.1|23456|605454|Q9NRK6|ATP-binding cassette, subfamily B member 10|-
09266|IFT81|NM_014055.2|NP_054774.2|28981|605489|Q8WYA0|Carnitine deficiency associated gene expressed in ventricle 1|CDV1,
09267|ITGB3BP|NM_014288.3|NP_055103.3|23421|605494|Q13352|NRIF3|CENPR,NRIF3,
09268|MPHOSPH1|AB033337.1|BAB69456.1|9585|605498|Q96Q89|M phase phosphoprotein 1|KRMP1,
09269|MLANA|NM_005511.1|NP_005502.1|2315|605513|Q16655|Melan A|MART1,
09270|B3GNT1|NM_006876.2|NP_006867.1|11041|605517|O43505|I-beta-1,3-N-acetylglucosaminyltransferase|B3GNT6,
09271|LPIN1|NM_145693.1|NP_663731.1|23175|605518|Q14693|Lipin 1|KIAA0188,
09272|TBPL1|NM_004865.2|NP_004856.1|9519|605521|P62380|TBP like 1|TLP,TLP21,TRF2,
09273|TOB1|NM_005749.2|NP_005740.1|10140|605523|P50616|TOB1|TOB,TROB1,
09274|UPF3A|NM_023011.2|NP_075387.1|65110|605530|Q9H1J1|UPF3A|RENT3A,UPF3,
09275|HOXC11|NM_014212.3|NP_055027.1|3227|605559|O43248|Homeobox C11|HOX3H,
09276|SMC4|NM_005496.3|NP_005487.3|10051|605575|Q9NTJ3|SMC4 structural maintenance of chromosomes 4|CAPC,SMC4L1,
09277|SMC2|NM_006444.2|NP_006435.2|10592|605576|O95347|SMC2L1|CAPE,SMC2L1,
09278|RASGRP2|NM_005825.2|NP_005816.2|10235|605577|-|RAS guanyl nucleotide releasing protein 2|CDC25L,MCG7,
09279|B3GNT2|NM_006577.5|NP_006568.2|10678|605581|Q9NY97|Beta-1,3-N-acetylglucosaminyltransferase|B3GALT7,B3GNT1,
09280|IPO7|NM_006391.1|NP_006382.1|10527|605586|O95373|Importin 7|RANBP7,
09281|SF3B1|NM_012433.2|NP_036565.2|23451|605590|O75533|Splicing factor 3B subunit 1|SAP155,
09282|IPO8|NM_006390.2|NP_006381.2|10526|605600|O15397|Importin 8|RANBP8,
09283|PRG2|NM_002728.4|NP_002719.3|5553|605601|P13727|Proteoglycan 2|MBP,
09284|PNKP|NM_007254.2|NP_009185.2|11284|605610|Q96T60|Polynucleotide kinase 3 prime phosphatase|-
09285|SH3BP4|NM_014521.2|NP_055336.1|23677|605611|Q9P0V3|SH3 domain binding protein 4|BOG25,EHB10,TTP,
09286|ARIH2|NM_006321.2|NP_006312.1|10425|605615|O95376|Ariadne 2|ARI2,TRIAD1,
09287|PCDH12|NM_016580.2|NP_057664.1|51294|605622|Q9NPG4|Protocadherin 12|-
09288|HTATIP2|NM_001098520.1|NP_001091990.1|10553|605628|Q9BUP3|TIP30|CC3,TIP30,
09289|CIT|NM_007174.1|NP_009105.1|11113|605629|O14578|Citron|KIAA0949,STK21,
09290|SLC35A1|NM_006416.3|NP_006407.1|10559|605634|P78382|Solute carrier family 35 member A1|-
09291|POLK|NM_016218.1|NP_057302.1|51426|605650|Q9UBT6|Polymerase DNA kappa|DINB1,
09292|KIF20A|NM_005733.1|NP_005724.1|10112|605664|O95235|Kinesin family member 20A|RAB6KIFL,
09293|CYSLTR2|NM_020377.2|NP_065110.1|57105|605666|Q9NS75|Cysteinyl leukotriene receptor 2|CYSLT2,CYSLT2R,
09294|DMXL1|NM_005509.4|NP_005500.4|1657|605671|Q9Y485|Dmx like 1|XL1,
09295|BAZ2B|NM_013450.2|NP_038478.2|29994|605683|Q9UIF8|Bromodomain adjacent to zinc finger domain 2B|KIAA1476,
09296|GLTSCR1|NM_015711.2|NP_056526.2|29998|605690|Q9NZM4|Glioma tumor suppressor candidate region gene 1|-
09297|ULBP1|NM_025218.2|NP_079494.1|80329|605697|Q9BZM6|UL16 binding protein 1|N2DL1,RAET1I,
09298|TRIM39|NM_021253.2|NP_067076.2|56658|605700|Q9HCM9|Tripartite motif containing 39|RNF23,TFP,
09299|VAPA|NM_003574.5|NP_003565.4|9218|605703|Q9P0L0|VAMP associated protein A|VAP33,
09300|VAPB|NM_004738.3|NP_004729.1|9217|605704|O95292|VAMP associated protein B|-
09301|SNF1LK|NM_173354.3|NP_775490.2|150094|605705|P57059|SNF1 like kinase|SIK,
09302|ARHGEF11|NM_198236.1|NP_937879.1|9826|605708|O15085|ARHGEF11|KIAA0380,
09303|ARL6IP5|NM_006407.3|NP_006398.1|10550|605709|O75915|GTRAP3-18|DERP11,JWA,PRA2,PRAF3,
09304|LAT2|NM_032464.2|NP_115853.2|7462|605719|Q9GZY6|Williams-Beuren syndrome chromosome region 5|LAB,NTAL,WBS15,WBSCR15,WBSCR5,
09305|SPAG6|NM_012443.2|NP_036575.1|9576|605730|O75602|Sperm associated antigen 6|PF16,
09306|EXTL3|NM_001440.2|NP_001431.1|2137|605744|O43909|Glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase|EXTL1L,EXTR1,KIAA0519,
09307|PIGQ|NM_148920.1|NP_683721.1|9091|605754|Q9BRB3|Phosphatidylinositol glycan class Q|GPI1,
09308|DCDC2|NM_016356.3|NP_057440.2|51473|605755|Q9UHG0|RU2S protein|KIAA1154,RU2,
09309|PELO|NM_015946.4|NP_057030.3|53918|605757|Q9BRX2|PRO1770|-
09310|RAGE|NM_014226.1|NP_055041.1|5891|605762|Q9UQ07|Renal tumor antigen 1|MOK,RAGE1,
09311|KLHL2|NM_007246.2|NP_009177.2|11275|605774|O95198|Kelch like 2|-
09312|FGL1|NM_147203.2|NP_671736.2|2267|605776|Q08830|Hepassocin|HFREP1,
09313|TEX15|NM_031271.3|NP_112561.2|56154|605795|Q9BXT5|Testis expressed sequence 15|-
09314|AMN|NM_030943.2|NP_112205.2|81693|605799|Q9BXJ7|Amnionless protein|-
09315|RIPK3|NM_006871.3|NP_006862.2|11035|605817|Q9Y572|Receptor interacting serine/threonine kinase 3|RIP3,
09316|HEBP2|NM_014320.2|NP_055135.1|23593|605825|Q9Y5Z4|Heme binding protein 2|C6orf34,SOUL,
09317|TMEM2|NM_013390.1|NP_037522.1|23670|605835|-|Transmembrane protein 2|KIAA1412,
09318|RNF111|NM_017610.6|NP_060080.6|54778|605840|Q6ZNA4|Ring finger protein 111|-
09319|TBL2|NM_012453.2|NP_036585.1|26608|605842|Q9Y4P3|Transducin beta-like 2|WBSCR13,
09320|PECR|NM_018441.3|NP_060911.2|55825|605843|Q9BY49|Peroxisomal trans-2-enoyl-CoA reductase|-
09321|ICMT|NM_012405.3|NP_036537.1|23463|605851|O60725|Isoprenylcysteine carboxyl methyltransferase|PCCMT,
09322|CLASP1|NM_015282.1|NP_056097.1|23332|605852|Q7Z460|CLIP associated protein 1|KIAA0622,MAST1,
09323|KCNN2|NM_021614.2|NP_067627.2|3781|605879|Q9H2S1|Small conductance calcium activated potassium channel protein 2|-
09324|SLC35C1|NM_018389.3|NP_060859.3|55343|605881|Q96A29|Solute carrier family 35, member C1|FUCT1,
09325|EHD1|NM_006795.2|NP_006786.2|10938|605888|Q9H4M9|EH domain containing 1|PAST,PAST1,
09326|PDLIM1|NM_020992.2|NP_066272.1|9124|605900|O00151|PDZ and LIM domain 1|CLIM1,CLP36,
09327|TBL3|NM_006453.2|NP_006444.2|10607|605915|Q12788|TBL3|SAZD,
09328|STAU2|NM_014393.1|NP_055208.1|27067|605920|Q9NUL3|Staufen RNA binding protein homolog 2|-
09329|IMPA2|NM_014214.1|NP_055029.1|3613|605922|O14732|Myoinositol monophosphatase A2|IMP.18P,
09330|WDR4|NM_018669.4|NP_061139.2|10785|605924|P57081|WD repeat protein 4|-
09331|ARFIP1|NM_001025595.1|NP_001020766.1|27236|605928|P53367|ADP-ribosylation factor interacting protein 1 (arfaptin 1)|-
09332|SNX2|NM_003100.2|NP_003091.2|6643|605929|O60749|Sorting nexin 2|-
09333|SNX3|NM_003795.3|NP_003786.1|8724|605930|O60493|Sorting nexin 3|-
09334|SNX4|NM_003794.2|NP_003785.1|8723|605931|O95219|SNX4|-
09335|FETUB|NM_014375.2|NP_055190.2|26998|605954|Q9UGM5|Fetuin B|-
09336|NKX6-2|NM_177400.1|NP_796374.1|84504|605955|-|Homeobox 6B, NK|GTX,NKX6B,
09337|RABEPK|NM_005833.2|NP_005824.2|10244|605962|Q7Z6M1|Rab9 effector p40|RAB9P40,
09338|RFPL2|NM_006605.2|NP_006596.2|10739|605969|O75678|RFPL2|RNF79,
09339|RFPL3|NM_001098535.1|NP_001092005.1|10738|605970|O75679|Ret finger protein-like 3|-
09340|WDR68|NM_005828.3|NP_005819.3|10238|605973|P61962|WD repeat domain 68|HAN11,
09341|ZBTB6|NM_006626.4|NP_006617.1|10773|605976|Q15916|Zinc finger protein 482|ZID,ZNF482,
09342|UBR1|NM_174916.2|NP_777576.1|197131|605981|Q8IWV7|Ubiquitin ligase E3 alpha I|-
09343|EED|NM_003797.2|NP_003788.2|8726|605984|-|Embryonic ectoderm development|-
09344|LHX5|NM_022363.2|NP_071758.1|64211|605992|Q9H2C1|LIM homeobox 5|-
09345|PPP2R2C|NM_020416.3|NP_065149.2|5522|605997|Q9Y2T4|Protein phosphatase 2A regulatory subunit B gamma isoform|-
09346|IL32|NM_004221.4|NP_004212.4|9235|606001|P24001|Interleukin 32|NK4,TAIF,
09347|GGA2|NM_015044.3|NP_055859.1|23062|606005|Q9UJY4|GGA2|KIAA1080,
09348|FBXO5|NM_012177.2|NP_036309.1|26271|606013|Q9UKT4|F box only protein 5|EMI1,FBX5,
09349|FAIM3|NM_005449.3|NP_005440.1|9214|606015|-|Regulator of Fas induced apoptosis|TOSO,
09350|EDIL3|NM_005711.3|NP_005702.3|10085|606018|O43854|Developmental endothelial locus 1|DEL1,
